Order_ID,Order_Date,Region,Shipping_Mode,Product_Category,Customer_Segment,Shipment_Volume,Distance_km,Weather_Risk,Traffic_Index,Warehouse_Load,Scheduled_Days,Actual_Delivery_Days,Delivery_Delay_Days,Late_Delivery,Transport_Cost,Order_Value,Inventory_Units,Stockout
ORD-100338,2025-03-24 01:49:30.780520347,North,First Class,Clothing,Retail,1,1060,Medium,65.7,45.9,4.3,6.2,1.9,1,140.63,122.13,171,0
ORD-100339,2025-03-24 07:39:11.167444963,West,Second Class,Clothing,Retail,14,900,Low,72.2,81.9,4.5,5.9,1.4,1,152.65,1632.76,80,0
ORD-100340,2025-03-24 13:28:51.554369579,North,Standard Class,Clothing,Corporate,14,918,Medium,56.7,72.6,4.8,6.3,1.5,1,165.46,1509.6,227,0
ORD-100341,2025-03-24 19:18:31.941294196,West,Second Class,Home & Kitchen,Retail,20,1132,Low,40.3,41.7,4.8,6.1,1.3,1,202.84,822.55,365,0
ORD-100342,2025-03-25 01:08:12.328218812,West,Standard Class,Electronics,Retail,8,263,Low,46.8,61.3,3.7,4.1,0.4,1,97.79,714.21,257,0
ORD-100343,2025-03-25 06:57:52.715143429,East,Same Day,Electronics,Retail,9,1191,Low,66.5,100.0,4.0,5.3,1.3,1,155.1,813.97,367,0
ORD-100344,2025-03-25 12:47:33.102068045,West,Standard Class,Clothing,Retail,12,888,Low,36.6,65.3,4.8,5.4,0.6,1,163.9,845.73,485,0
ORD-100345,2025-03-25 18:37:13.488992662,West,Second Class,Sports,Retail,8,642,Low,51.8,53.1,3.8,5.2,1.4,1,134.98,871.97,36,0
ORD-100346,2025-03-26 00:26:53.875917278,West,Standard Class,Home & Kitchen,Retail,16,706,Low,48.1,48.9,4.5,5.4,0.9,1,162.61,2046.47,260,0
ORD-100347,2025-03-26 06:16:34.262841894,North,Second Class,Sports,Wholesale,9,773,Low,53.1,93.4,4.3,5.7,1.4,1,129.48,464.03,360,0
ORD-100348,2025-03-26 12:06:14.649766511,East,Standard Class,Home & Kitchen,Retail,16,835,Low,36.8,78.6,4.7,5.2,0.5,1,144.57,805.79,318,0
ORD-100349,2025-03-26 17:55:55.036691127,North,First Class,Clothing,Wholesale,9,514,Medium,21.7,87.5,3.0,3.9,0.9,1,93.78,958.62,96,0
ORD-100350,2025-03-26 23:45:35.423615744,East,Standard Class,Electronics,Retail,5,350,Low,64.4,69.0,3.9,4.4,0.5,1,72.76,401.35,131,0
ORD-100351,2025-03-27 05:35:15.810540360,North,Same Day,Electronics,Wholesale,20,270,Medium,72.4,85.1,2.4,4.0,1.6,1,120.78,2219.02,232,0
ORD-100352,2025-03-27 11:24:56.197464976,East,Second Class,Electronics,Wholesale,11,524,Low,22.7,51.4,3.6,3.8,0.2,0,122.14,548.15,394,0
ORD-100353,2025-03-27 17:14:36.584389593,East,First Class,Clothing,Retail,15,405,Low,61.6,67.6,3.3,3.9,0.6,1,133.0,593.95,593,0
ORD-100354,2025-03-27 23:04:16.971314209,South,First Class,Clothing,Retail,12,784,Low,74.5,69.6,3.6,4.7,1.1,1,137.15,1239.16,227,0
ORD-100355,2025-03-28 04:53:57.358238826,East,Same Day,Clothing,Corporate,8,1370,Medium,65.7,87.1,4.6,6.7,2.1,1,180.47,1077.08,317,0
ORD-100356,2025-03-28 10:43:37.745163442,West,Standard Class,Clothing,Retail,20,180,Low,47.5,70.1,3.5,3.9,0.4,1,108.75,885.52,190,0
ORD-100357,2025-03-28 16:33:18.132088058,West,Standard Class,Clothing,Wholesale,8,477,Low,38.0,55.0,3.7,4.5,0.8,1,94.08,951.21,30,1
ORD-100358,2025-03-28 22:22:58.519012675,South,Standard Class,Sports,Retail,20,92,Medium,56.5,66.0,3.4,4.0,0.6,1,112.43,1434.81,245,0
ORD-100359,2025-03-29 04:12:38.905937291,East,Standard Class,Sports,Retail,9,1463,Medium,59.5,38.2,5.8,8.0,2.2,1,195.15,373.25,215,0
ORD-100360,2025-03-29 10:02:19.292861908,West,Second Class,Clothing,Retail,1,1057,Low,56.7,27.9,4.6,6.0,1.4,1,136.05,115.16,98,0
ORD-100361,2025-03-29 15:51:59.679786524,North,Same Day,Clothing,Corporate,1,377,Low,51.8,78.3,2.5,3.1,0.6,1,80.26,72.8,405,0
ORD-100362,2025-03-29 21:41:40.066711140,North,Same Day,Sports,Retail,20,633,Low,35.5,59.0,3.0,3.4,0.4,1,154.45,2036.46,162,0
ORD-100363,2025-03-30 03:31:20.453635757,North,Second Class,Sports,Wholesale,11,1090,Low,62.6,60.8,4.7,6.3,1.6,1,172.13,718.48,142,0
ORD-100364,2025-03-30 09:21:00.840560373,East,Second Class,Clothing,Wholesale,8,1438,Medium,63.5,78.3,5.1,7.1,2.0,1,176.39,689.23,239,0
ORD-100365,2025-03-30 15:10:41.227484990,South,First Class,Clothing,Retail,17,869,Low,58.6,87.4,4.2,5.4,1.2,1,172.55,944.98,579,0
ORD-100366,2025-03-30 21:00:21.614409606,West,Same Day,Sports,Retail,13,421,Low,57.0,73.6,2.6,3.0,0.4,1,115.79,1490.34,385,0
ORD-100367,2025-03-31 02:50:02.001334223,East,Standard Class,Sports,Retail,14,1052,Low,85.2,95.8,5.0,6.0,1.0,1,167.23,1752.38,260,0
ORD-100368,2025-03-31 08:39:42.388258839,South,Second Class,Electronics,Retail,14,1035,Low,43.8,73.0,4.5,5.5,1.0,1,168.84,1057.49,494,0
ORD-100369,2025-03-31 14:29:22.775183455,West,First Class,Clothing,Wholesale,4,973,Medium,78.1,69.8,4.3,5.9,1.6,1,142.01,339.76,22,1
ORD-100370,2025-03-31 20:19:03.162108072,West,Standard Class,Home & Kitchen,Retail,2,88,Low,41.8,68.8,3.1,3.4,0.3,1,65.88,259.35,208,0
ORD-100371,2025-04-01 02:08:43.549032688,South,Standard Class,Electronics,Retail,15,1066,Low,75.0,44.4,5.2,6.9,1.7,1,162.56,759.49,328,0
ORD-100372,2025-04-01 07:58:23.935957305,South,Same Day,Home & Kitchen,Wholesale,1,49,Low,77.2,80.3,1.9,3.3,1.4,1,67.03,113.29,298,0
ORD-100373,2025-04-01 13:48:04.322881921,South,Same Day,Electronics,Retail,15,1361,Low,49.7,25.9,4.3,5.4,1.1,1,197.43,1374.2,408,0
ORD-100374,2025-04-01 19:37:44.709806537,North,Same Day,Clothing,Retail,3,1326,Low,84.9,55.6,4.1,6.1,2.0,1,159.92,395.79,424,0
ORD-100375,2025-04-02 01:27:25.096731154,North,First Class,Clothing,Retail,6,854,Low,63.4,65.4,3.8,5.0,1.2,1,124.96,402.3,279,0
ORD-100376,2025-04-02 07:17:05.483655770,West,Standard Class,Electronics,Retail,15,976,Low,39.2,52.4,5.0,5.7,0.7,1,151.15,976.31,558,0
ORD-100377,2025-04-02 13:06:45.870580387,South,Standard Class,Home & Kitchen,Wholesale,13,120,Medium,48.3,57.8,3.5,3.8,0.3,1,65.21,860.99,557,0
ORD-100378,2025-04-02 18:56:26.257505003,South,Second Class,Clothing,Retail,16,1315,High,75.4,94.4,5.0,9.1,4.1,1,207.15,624.73,290,0
ORD-100379,2025-04-03 00:46:06.644429619,East,Second Class,Home & Kitchen,Retail,13,421,High,71.6,82.7,3.5,5.9,2.4,1,138.25,677.45,542,0
ORD-100380,2025-04-03 06:35:47.031354236,East,Second Class,Clothing,Retail,1,408,Low,36.0,54.0,3.7,4.5,0.8,1,57.29,141.73,388,0
ORD-100381,2025-04-03 12:25:27.418278852,West,Second Class,Home & Kitchen,Retail,17,1068,Low,52.5,57.5,4.4,5.7,1.3,1,166.57,1029.09,91,0
ORD-100382,2025-04-03 18:15:07.805203469,West,Standard Class,Home & Kitchen,Wholesale,5,1410,Low,58.7,44.6,5.8,6.8,1.0,1,184.41,226.76,80,0
ORD-100383,2025-04-04 00:04:48.192128085,South,Second Class,Clothing,Retail,3,751,Medium,45.9,76.3,4.0,5.7,1.7,1,111.9,206.91,57,0
ORD-100384,2025-04-04 05:54:28.579052702,South,Standard Class,Electronics,Corporate,18,771,Low,97.4,61.0,4.4,6.6,2.2,1,170.84,1351.48,134,0
ORD-100385,2025-04-04 11:44:08.965977318,West,Standard Class,Sports,Corporate,4,832,Low,59.2,33.5,4.8,6.2,1.4,1,122.4,373.12,194,0
ORD-100386,2025-04-04 17:33:49.352901934,East,Standard Class,Clothing,Retail,11,451,Low,53.9,66.6,3.9,4.4,0.5,1,102.54,470.18,50,0
ORD-100387,2025-04-04 23:23:29.739826551,West,Standard Class,Home & Kitchen,Wholesale,10,903,Low,76.4,72.0,4.6,5.7,1.1,1,145.21,1128.0,368,0
ORD-100388,2025-04-05 05:13:10.126751167,North,First Class,Clothing,Retail,16,1443,Medium,48.4,80.4,5.3,7.5,2.2,1,178.08,1858.05,252,0
ORD-100389,2025-04-05 11:02:50.513675784,West,Standard Class,Electronics,Corporate,1,586,Medium,73.1,63.8,4.4,6.0,1.6,1,82.56,72.83,364,0
ORD-100390,2025-04-05 16:52:30.900600400,East,Standard Class,Electronics,Retail,3,1164,Low,25.0,59.0,5.0,6.3,1.3,1,156.42,367.47,306,0
ORD-100391,2025-04-05 22:42:11.287525016,North,First Class,Sports,Retail,9,1166,High,46.8,96.8,4.3,7.7,3.4,1,178.33,659.0,170,0
ORD-100392,2025-04-06 04:31:51.674449633,East,Second Class,Home & Kitchen,Retail,10,1280,Low,73.9,65.1,5.2,6.2,1.0,1,196.54,790.35,372,0
ORD-100393,2025-04-06 10:21:32.061374249,East,Standard Class,Electronics,Retail,16,1091,Low,83.3,76.5,5.1,6.8,1.7,1,186.22,2016.04,571,0
ORD-100394,2025-04-06 16:11:12.448298866,North,Standard Class,Sports,Wholesale,13,1384,Low,41.1,56.4,6.0,7.1,1.1,1,165.6,1598.02,196,0
ORD-100395,2025-04-06 22:00:52.835223482,South,Standard Class,Home & Kitchen,Retail,3,1077,Medium,39.0,76.0,5.3,7.1,1.8,1,131.7,244.22,191,0
ORD-100396,2025-04-07 03:50:33.222148098,West,Second Class,Electronics,Retail,20,1465,Low,65.2,41.7,5.5,7.0,1.5,1,237.24,1671.36,314,0
ORD-100397,2025-04-07 09:40:13.609072715,South,Standard Class,Electronics,Retail,10,1079,Low,43.8,57.6,5.0,6.4,1.4,1,178.45,654.57,484,0
ORD-100398,2025-04-07 15:29:53.995997331,South,Standard Class,Sports,Corporate,20,1259,High,50.2,45.7,5.6,8.9,3.3,1,218.39,1717.1,323,0
ORD-100399,2025-04-07 21:19:34.382921948,South,Standard Class,Sports,Wholesale,20,1338,Low,70.8,55.3,5.4,6.6,1.2,1,208.39,2035.77,500,0
ORD-100400,2025-04-08 03:09:14.769846564,South,Second Class,Electronics,Retail,2,1476,Low,45.2,85.0,5.7,7.1,1.4,1,155.61,131.89,53,0
ORD-100401,2025-04-08 08:58:55.156771180,West,Standard Class,Home & Kitchen,Retail,11,901,Low,19.6,55.2,4.9,5.3,0.4,1,143.15,1373.26,68,0
ORD-100402,2025-04-08 14:48:35.543695797,West,First Class,Clothing,Retail,9,1071,High,31.6,76.5,4.2,6.4,2.2,1,154.3,961.77,249,0
ORD-100403,2025-04-08 20:38:15.930620413,North,Standard Class,Home & Kitchen,Corporate,10,1452,Medium,55.2,89.3,6.0,8.3,2.3,1,210.83,485.48,147,0
ORD-100404,2025-04-09 02:27:56.317545030,West,Second Class,Home & Kitchen,Wholesale,7,583,High,21.5,64.6,4.3,7.1,2.8,1,108.77,840.37,23,1
ORD-100405,2025-04-09 08:17:36.704469646,West,Standard Class,Home & Kitchen,Retail,12,196,Low,49.7,80.9,3.5,3.4,-0.1,0,90.22,1273.68,136,0
ORD-100406,2025-04-09 14:07:17.091394263,South,Standard Class,Clothing,Corporate,10,1329,Low,29.9,73.5,5.7,6.8,1.1,1,179.43,687.34,169,0
ORD-100407,2025-04-09 19:56:57.478318879,West,Standard Class,Electronics,Retail,4,955,Medium,84.5,66.9,4.9,7.0,2.1,1,141.91,366.79,552,0
ORD-100408,2025-04-10 01:46:37.865243495,North,First Class,Clothing,Wholesale,6,654,Low,94.0,77.0,3.6,5.1,1.5,1,125.59,719.89,471,0
ORD-100409,2025-04-10 07:36:18.252168112,West,First Class,Electronics,Retail,3,1081,Low,36.0,94.4,4.1,4.9,0.8,1,130.61,413.35,217,0
ORD-100410,2025-04-10 13:25:58.639092728,East,Standard Class,Sports,Retail,17,68,High,59.6,54.8,3.3,5.0,1.7,1,81.14,1050.98,575,0
ORD-100411,2025-04-10 19:15:39.026017345,East,Standard Class,Electronics,Retail,14,726,Low,37.7,49.7,4.5,4.6,0.1,0,155.48,1377.02,503,0
ORD-100412,2025-04-11 01:05:19.412941961,North,Same Day,Clothing,Retail,8,413,Low,49.4,48.7,3.0,4.0,1.0,1,77.94,946.18,157,0
ORD-100413,2025-04-11 06:54:59.799866577,West,Second Class,Electronics,Corporate,8,446,Medium,87.5,80.9,3.3,4.8,1.5,1,124.66,1044.39,292,0
ORD-100414,2025-04-11 12:44:40.186791194,North,Standard Class,Clothing,Retail,2,1455,High,46.6,83.1,5.8,8.9,3.1,1,146.74,127.09,553,0
ORD-100415,2025-04-11 18:34:20.573715810,North,Standard Class,Electronics,Wholesale,6,834,High,49.9,56.4,4.9,8.3,3.4,1,121.06,522.08,279,0
ORD-100416,2025-04-12 00:24:00.960640427,North,Second Class,Sports,Wholesale,19,227,Medium,38.0,30.8,3.2,3.8,0.6,1,121.82,2248.78,228,0
ORD-100417,2025-04-12 06:13:41.347565043,West,Second Class,Home & Kitchen,Wholesale,1,560,Low,75.6,54.2,3.8,4.9,1.1,1,94.38,52.1,543,0
ORD-100418,2025-04-12 12:03:21.734489659,North,Second Class,Electronics,Corporate,3,379,High,10.0,73.8,3.3,5.6,2.3,1,60.72,240.98,399,0
ORD-100419,2025-04-12 17:53:02.121414276,West,Same Day,Home & Kitchen,Retail,17,1366,Low,47.0,63.9,4.2,5.8,1.6,1,207.77,1579.46,270,0
ORD-100420,2025-04-12 23:42:42.508338892,East,Standard Class,Home & Kitchen,Retail,11,451,Medium,54.2,67.9,3.7,4.6,0.9,1,110.34,948.71,523,0
ORD-100421,2025-04-13 05:32:22.895263509,North,Standard Class,Clothing,Retail,1,548,Low,43.1,56.6,4.1,4.4,0.3,1,86.86,121.05,449,0
ORD-100422,2025-04-13 11:22:03.282188125,North,Standard Class,Sports,Retail,10,514,Medium,70.5,81.2,4.0,5.8,1.8,1,106.66,427.67,215,0
ORD-100423,2025-04-13 17:11:43.669112741,North,Standard Class,Clothing,Corporate,15,280,Low,76.6,70.5,3.7,5.2,1.5,1,108.08,1652.62,260,0
ORD-100424,2025-04-13 23:01:24.056037358,East,Standard Class,Electronics,Retail,7,1175,Medium,29.6,74.4,5.2,6.6,1.4,1,150.34,468.56,37,0
ORD-100425,2025-04-14 04:51:04.442961974,West,Standard Class,Clothing,Retail,8,873,Low,92.7,67.5,4.7,6.0,1.3,1,171.14,932.6,70,0
ORD-100426,2025-04-14 10:40:44.829886591,North,Standard Class,Electronics,Retail,13,667,Low,29.4,73.4,4.3,5.0,0.7,1,127.44,993.08,573,0
ORD-100427,2025-04-14 16:30:25.216811207,West,Second Class,Home & Kitchen,Retail,12,606,Low,78.2,72.3,3.9,5.2,1.3,1,123.81,487.11,41,0
ORD-100428,2025-04-14 22:20:05.603735824,North,Standard Class,Home & Kitchen,Wholesale,19,1007,Low,57.7,50.2,4.9,6.2,1.3,1,172.32,2435.08,503,0
ORD-100429,2025-04-15 04:09:45.990660440,West,Standard Class,Home & Kitchen,Retail,5,162,Medium,45.9,71.0,3.3,4.1,0.8,1,89.1,550.62,132,0
ORD-100430,2025-04-15 09:59:26.377585056,West,Second Class,Clothing,Wholesale,6,1399,Low,47.6,77.7,5.4,6.6,1.2,1,156.16,450.23,329,0
ORD-100431,2025-04-15 15:49:06.764509672,West,Second Class,Clothing,Wholesale,4,856,Low,54.4,83.5,4.5,5.7,1.2,1,129.4,268.29,436,0
ORD-100432,2025-04-15 21:38:47.151434290,East,First Class,Home & Kitchen,Wholesale,14,357,Low,58.8,71.7,3.1,4.2,1.1,1,107.33,1284.03,594,0
ORD-100433,2025-04-16 03:28:27.538358906,West,First Class,Electronics,Retail,11,816,Low,38.4,49.6,3.8,4.4,0.6,1,121.59,1441.2,230,0
ORD-100434,2025-04-16 09:18:07.925283522,North,Second Class,Electronics,Wholesale,7,1281,Low,50.8,52.0,5.1,6.3,1.2,1,159.05,476.39,555,0
ORD-100435,2025-04-16 15:07:48.312208138,North,Standard Class,Clothing,Retail,14,276,Low,41.1,58.0,3.3,3.3,0.0,0,105.0,1759.48,277,0
ORD-100436,2025-04-16 20:57:28.699132754,North,Standard Class,Clothing,Retail,8,795,Low,33.1,68.0,4.6,6.0,1.4,1,117.77,554.94,521,0
ORD-100437,2025-04-17 02:47:09.086057372,South,Second Class,Clothing,Wholesale,4,905,Low,40.3,63.0,4.4,5.3,0.9,1,130.68,434.71,70,0
ORD-100438,2025-04-17 08:36:49.472981988,East,Standard Class,Electronics,Wholesale,11,1219,Low,34.3,47.0,5.2,6.5,1.3,1,193.18,820.48,168,0
ORD-100439,2025-04-17 14:26:29.859906604,East,Standard Class,Sports,Retail,9,860,Low,47.4,46.9,4.6,5.4,0.8,1,140.14,413.52,377,0
ORD-100440,2025-04-17 20:16:10.246831220,West,Standard Class,Electronics,Corporate,9,1110,Low,62.8,31.4,5.1,6.2,1.1,1,143.74,1148.74,426,0
ORD-100441,2025-04-18 02:05:50.633755836,North,Standard Class,Electronics,Retail,9,1165,Low,57.2,20.0,5.5,6.0,0.5,1,155.03,490.11,484,0
ORD-100442,2025-04-18 07:55:31.020680454,East,Standard Class,Electronics,Retail,19,1339,Medium,90.5,62.9,5.8,7.5,1.7,1,207.55,2410.34,221,0
ORD-100443,2025-04-18 13:45:11.407605070,North,Standard Class,Clothing,Corporate,5,555,Low,15.2,100.0,4.0,4.9,0.9,1,93.27,240.72,378,0
ORD-100444,2025-04-18 19:34:51.794529686,South,First Class,Home & Kitchen,Retail,6,1062,Low,63.4,93.7,4.2,5.6,1.4,1,150.9,394.02,376,0
ORD-100445,2025-04-19 01:24:32.181454302,East,Same Day,Clothing,Wholesale,12,388,Low,55.1,49.3,2.5,3.1,0.6,1,110.74,1481.49,590,0
ORD-100446,2025-04-19 07:14:12.568378918,West,Standard Class,Sports,Retail,1,1270,High,69.7,67.4,5.7,8.6,2.9,1,174.78,135.66,79,0
ORD-100447,2025-04-19 13:03:52.955303536,East,Same Day,Sports,Wholesale,3,1428,Low,67.9,41.6,4.5,5.6,1.1,1,172.58,201.84,19,1
ORD-100448,2025-04-19 18:53:33.342228152,North,Standard Class,Clothing,Wholesale,12,455,Low,52.0,44.0,4.0,4.9,0.9,1,98.49,1108.64,349,0
ORD-100449,2025-04-20 00:43:13.729152768,East,Same Day,Home & Kitchen,Wholesale,11,851,High,58.1,45.8,3.5,6.8,3.3,1,157.85,599.04,19,1
ORD-100450,2025-04-20 06:32:54.116077384,North,Same Day,Sports,Retail,14,1237,Medium,41.6,61.4,4.0,5.6,1.6,1,198.09,1690.12,125,0
ORD-100451,2025-04-20 12:22:34.503002000,West,Standard Class,Clothing,Wholesale,3,60,Low,66.0,62.1,3.6,4.3,0.7,1,58.91,121.0,305,0
ORD-100452,2025-04-20 18:12:14.889926618,East,First Class,Electronics,Retail,18,1064,Medium,21.2,69.0,4.3,5.8,1.5,1,173.63,1567.84,168,0
ORD-100453,2025-04-21 00:01:55.276851234,North,Same Day,Electronics,Corporate,10,1235,Low,69.0,75.6,4.0,5.5,1.5,1,182.73,447.35,167,0
ORD-100454,2025-04-21 05:51:35.663775850,North,Same Day,Home & Kitchen,Retail,4,1310,Medium,54.6,59.6,4.2,6.9,2.7,1,161.17,443.41,214,0
ORD-100455,2025-04-21 11:41:16.050700466,North,Same Day,Home & Kitchen,Retail,7,311,Medium,46.2,65.6,2.7,3.7,1.0,1,61.21,876.64,415,0
ORD-100456,2025-04-21 17:30:56.437625084,West,Second Class,Home & Kitchen,Corporate,5,1141,Low,50.8,47.5,4.8,6.3,1.5,1,158.34,603.99,225,0
ORD-100457,2025-04-21 23:20:36.824549700,South,Standard Class,Home & Kitchen,Retail,10,1184,Low,52.1,43.5,5.5,6.7,1.2,1,179.6,738.66,477,0
ORD-100458,2025-04-22 05:10:17.211474316,West,First Class,Electronics,Retail,10,24,Low,78.4,41.0,2.3,2.8,0.5,1,90.74,575.78,103,0
ORD-100459,2025-04-22 10:59:57.598398932,East,Second Class,Home & Kitchen,Wholesale,9,1064,High,100.0,75.4,4.6,8.6,4.0,1,152.97,450.4,70,0
ORD-100460,2025-04-22 16:49:37.985323548,East,Second Class,Clothing,Retail,10,947,Low,77.0,59.6,4.6,6.0,1.4,1,154.45,1208.35,108,0
ORD-100461,2025-04-22 22:39:18.372248166,North,Standard Class,Home & Kitchen,Retail,19,1454,Low,44.8,35.1,5.7,6.8,1.1,1,218.24,855.02,551,0
ORD-100462,2025-04-23 04:28:58.759172782,West,Second Class,Electronics,Retail,20,83,Medium,66.3,64.0,3.1,4.8,1.7,1,105.04,1897.27,173,0
ORD-100463,2025-04-23 10:18:39.146097398,South,Standard Class,Clothing,Retail,10,1450,Medium,67.1,45.0,5.9,8.5,2.6,1,194.68,742.4,27,1
ORD-100464,2025-04-23 16:08:19.533022014,East,Second Class,Sports,Retail,20,866,Low,38.3,91.6,4.2,5.6,1.4,1,167.65,2617.96,196,0
ORD-100465,2025-04-23 21:57:59.919946630,East,Standard Class,Home & Kitchen,Retail,17,426,Medium,32.3,55.7,4.0,3.7,-0.3,0,123.53,1429.53,416,0
ORD-100466,2025-04-24 03:47:40.306871248,East,Second Class,Sports,Retail,17,593,Low,53.9,75.9,3.8,4.8,1.0,1,146.66,1499.09,223,0
ORD-100467,2025-04-24 09:37:20.693795864,West,First Class,Clothing,Retail,5,1155,Medium,69.5,82.4,4.6,6.9,2.3,1,169.66,645.65,236,0
ORD-100468,2025-04-24 15:27:01.080720480,North,Standard Class,Clothing,Retail,9,1495,Low,26.0,49.7,6.3,7.3,1.0,1,180.42,1188.89,60,0
ORD-100469,2025-04-24 21:16:41.467645096,South,Second Class,Home & Kitchen,Wholesale,8,489,Low,42.0,66.2,3.6,4.4,0.8,1,101.14,738.23,403,0
ORD-100470,2025-04-25 03:06:21.854569712,South,Standard Class,Clothing,Wholesale,2,1476,Low,65.3,73.9,6.0,7.7,1.7,1,168.62,265.55,140,0
ORD-100471,2025-04-25 08:56:02.241494330,South,Same Day,Clothing,Retail,2,951,Low,55.8,66.8,3.6,4.9,1.3,1,121.14,219.14,67,0
ORD-100472,2025-04-25 14:45:42.628418946,North,Second Class,Clothing,Retail,13,304,Low,80.5,70.8,3.4,4.2,0.8,1,86.21,991.96,431,0
ORD-100473,2025-04-25 20:35:23.015343562,North,Standard Class,Clothing,Corporate,9,905,Low,29.6,43.7,4.8,5.9,1.1,1,140.07,391.15,562,0
ORD-100474,2025-04-26 02:25:03.402268178,South,Standard Class,Clothing,Retail,17,1207,Medium,97.3,73.9,5.2,8.0,2.8,1,200.92,1790.37,370,0
ORD-100475,2025-04-26 08:14:43.789192794,South,Standard Class,Clothing,Retail,14,100,Medium,27.3,57.2,3.4,4.3,0.9,1,82.71,1424.35,563,0
ORD-100476,2025-04-26 14:04:24.176117412,South,Standard Class,Home & Kitchen,Retail,2,136,Medium,18.5,70.6,3.4,4.3,0.9,1,54.07,96.25,247,0
ORD-100477,2025-04-26 19:54:04.563042028,East,Same Day,Home & Kitchen,Retail,17,27,High,53.9,79.7,1.8,4.4,2.6,1,94.68,967.37,316,0
ORD-100478,2025-04-27 01:43:44.949966644,East,Second Class,Home & Kitchen,Wholesale,10,864,High,34.6,75.7,4.6,7.6,3.0,1,156.53,1071.44,220,0
ORD-100479,2025-04-27 07:33:25.336891260,South,Standard Class,Clothing,Corporate,12,105,Low,54.3,70.6,3.4,3.8,0.4,1,77.8,593.82,310,0
ORD-100480,2025-04-27 13:23:05.723815876,South,First Class,Clothing,Corporate,20,1400,Low,53.7,75.3,4.9,6.7,1.8,1,200.38,2054.78,536,0
ORD-100481,2025-04-27 19:12:46.110740494,North,Standard Class,Sports,Retail,13,209,Medium,51.5,76.0,3.8,5.1,1.3,1,92.96,1347.97,384,0
ORD-100482,2025-04-28 01:02:26.497665110,East,First Class,Home & Kitchen,Retail,1,126,High,39.8,88.9,2.3,5.2,2.9,1,75.79,72.35,25,1
ORD-100483,2025-04-28 06:52:06.884589726,South,Standard Class,Clothing,Retail,4,401,High,62.8,64.5,4.2,7.1,2.9,1,73.49,250.14,352,0
ORD-100484,2025-04-28 12:41:47.271514342,North,Second Class,Sports,Retail,9,1150,Medium,49.3,67.6,4.7,6.3,1.6,1,170.77,668.45,232,0
ORD-100485,2025-04-28 18:31:27.658438958,South,Same Day,Sports,Retail,1,1363,Low,74.9,79.9,4.4,6.9,2.5,1,176.44,110.01,330,0
ORD-100486,2025-04-29 00:21:08.045363576,South,Standard Class,Sports,Wholesale,4,391,High,51.8,57.2,3.8,5.4,1.6,1,56.86,382.4,339,0
ORD-100487,2025-04-29 06:10:48.432288192,North,Second Class,Sports,Retail,16,788,High,37.6,43.6,4.1,6.7,2.6,1,154.61,1714.29,357,0
ORD-100488,2025-04-29 12:00:28.819212808,East,Same Day,Electronics,Corporate,3,1165,Medium,24.6,72.9,4.3,5.7,1.4,1,152.32,385.55,521,0
ORD-100489,2025-04-29 17:50:09.206137424,East,Standard Class,Clothing,Retail,4,1200,Medium,51.9,61.7,5.7,8.3,2.6,1,150.82,187.4,516,0
ORD-100490,2025-04-29 23:39:49.593062040,East,Standard Class,Sports,Retail,11,246,Low,32.2,45.7,3.6,3.8,0.2,0,81.72,1151.63,583,0
ORD-100491,2025-04-30 05:29:29.979986658,East,Second Class,Electronics,Corporate,2,1261,High,30.7,73.0,5.2,7.8,2.6,1,144.18,167.53,370,0
ORD-100492,2025-04-30 11:19:10.366911274,East,Standard Class,Home & Kitchen,Wholesale,6,1304,Low,64.5,87.9,5.6,7.1,1.5,1,165.84,727.15,178,0
ORD-100493,2025-04-30 17:08:50.753835890,South,Standard Class,Sports,Retail,19,1108,Medium,23.0,38.9,5.5,6.6,1.1,1,179.61,834.91,125,0
ORD-100494,2025-04-30 22:58:31.140760506,West,Standard Class,Electronics,Retail,13,800,Low,80.4,81.4,4.3,5.5,1.2,1,141.86,1159.7,511,0
ORD-100495,2025-05-01 04:48:11.527685124,East,First Class,Home & Kitchen,Retail,20,599,Low,57.9,24.4,3.6,4.1,0.5,1,142.73,1760.45,549,0
ORD-100496,2025-05-01 10:37:51.914609740,South,Standard Class,Sports,Retail,8,1337,Low,54.2,58.6,5.5,6.6,1.1,1,191.04,568.26,31,1
ORD-100497,2025-05-01 16:27:32.301534356,East,Standard Class,Sports,Retail,13,1299,Low,36.4,94.4,5.1,6.5,1.4,1,170.31,1692.3,137,0
ORD-100498,2025-05-01 22:17:12.688458972,South,First Class,Clothing,Retail,5,787,Low,68.8,59.7,3.8,5.0,1.2,1,102.66,249.4,410,0
ORD-100499,2025-05-02 04:06:53.075383588,East,Second Class,Home & Kitchen,Wholesale,8,1118,High,54.9,66.4,5.2,7.9,2.7,1,172.7,417.2,107,0
ORD-100500,2025-05-02 09:56:33.462308206,East,First Class,Clothing,Retail,4,612,Low,42.7,77.2,3.4,3.6,0.2,0,100.64,403.18,39,0
ORD-100501,2025-05-02 15:46:13.849232822,West,Standard Class,Clothing,Wholesale,17,1120,Medium,58.6,37.5,5.4,7.3,1.9,1,178.47,1459.19,598,0
ORD-100502,2025-05-02 21:35:54.236157438,West,Same Day,Electronics,Wholesale,4,152,Low,24.7,66.2,2.4,2.7,0.3,1,60.35,245.06,66,0
